"","YEAR","STATE","TYPE.OF.PRODUCER","ENERGY.SOURCE","GENERATION..Megawatthours."
"12119",2015,"IA","Total Electric Power Industry","Hydro",960145
"12120",2015,"IA","Total Electric Power Industry","Natural Gas",2398135
"12121",2015,"IA","Total Electric Power Industry","Nuclear",5243446
"12123",2015,"IA","Total Electric Power Industry","Petroleum",110292
"12125",2015,"IA","Total Electric Power Industry","Wind",17872632
"12126",2015,"IA","Total Electric Power Industry","Wood",1995
"12127",2015,"ID","Total Electric Power Industry","Total",15667095
"12128",2015,"ID","Total Electric Power Industry","Coal",78993
"12129",2015,"ID","Total Electric Power Industry","Geothermal",75600
"12130",2015,"ID","Total Electric Power Industry","Hydro",8756622
"12131",2015,"ID","Total Electric Power Industry","Natural Gas",3803588
"12133",2015,"ID","Total Electric Power Industry","Petroleum",61
"12135",2015,"ID","Total Electric Power Industry","Wind",2270186
"12136",2015,"ID","Total Electric Power Industry","Wood",425796
"12137",2015,"IL","Total Electric Power Industry","Total",193952040
"12138",2015,"IL","Total Electric Power Industry","Coal",73773706
"12139",2015,"IL","Total Electric Power Industry","Hydro",124460
"12140",2015,"IL","Total Electric Power Industry","Natural Gas",10863883
"12141",2015,"IL","Total Electric Power Industry","Nuclear",97282139
"12144",2015,"IL","Total Electric Power Industry","Petroleum",56093
"12145",2015,"IL","Total Electric Power Industry","Solar",49360
"12147",2015,"IL","Total Electric Power Industry","Wind",10747270
"12148",2015,"IL","Total Electric Power Industry","Wood",36
"12149",2015,"IN","Total Electric Power Industry","Total",104019275
"12150",2015,"IN","Total Electric Power Industry","Coal",78230688
"12151",2015,"IN","Total Electric Power Industry","Hydro",381236
"12152",2015,"IN","Total Electric Power Industry","Natural Gas",16262987
"12155",2015,"IN","Total Electric Power Industry","Petroleum",1338003
"12156",2015,"IN","Total Electric Power Industry","Solar",156098
"12158",2015,"IN","Total Electric Power Industry","Wind",4515147
"12159",2015,"IN","Total Electric Power Industry","Wood",0
"12160",2015,"KS","Total Electric Power Industry","Total",45527124
"12161",2015,"KS","Total Electric Power Industry","Coal",24593334
"12162",2015,"KS","Total Electric Power Industry","Hydro",18963
"12163",2015,"KS","Total Electric Power Industry","Natural Gas",1173902
"12164",2015,"KS","Total Electric Power Industry","Nuclear",8630178
"12166",2015,"KS","Total Electric Power Industry","Petroleum",48502
"12167",2015,"KS","Total Electric Power Industry","Solar",1806
"12169",2015,"KS","Total Electric Power Industry","Wind",10998501
"12170",2015,"KY","Total Electric Power Industry","Total",83543671
"12171",2015,"KY","Total Electric Power Industry","Coal",72620429
"12172",2015,"KY","Total Electric Power Industry","Hydro",3403481
"12173",2015,"KY","Total Electric Power Industry","Natural Gas",5949727
"12175",2015,"KY","Total Electric Power Industry","Petroleum",1077213
"12177",2015,"KY","Total Electric Power Industry","Wood",348827
"12178",2015,"LA","Total Electric Power Industry","Total",107812354
"12179",2015,"LA","Total Electric Power Industry","Coal",15164958
"12180",2015,"LA","Total Electric Power Industry","Hydro",999036
"12181",2015,"LA","Total Electric Power Industry","Natural Gas",66210832
"12182",2015,"LA","Total Electric Power Industry","Nuclear",15300736
"12185",2015,"LA","Total Electric Power Industry","Petroleum",4243085
"12187",2015,"LA","Total Electric Power Industry","Wood",2608468
"12188",2015,"MA","Total Electric Power Industry","Total",32085969
"12189",2015,"MA","Total Electric Power Industry","Coal",2252664
"12191",2015,"MA","Total Electric Power Industry","Hydro",827184
"12192",2015,"MA","Total Electric Power Industry","Natural Gas",21007411
"12193",2015,"MA","Total Electric Power Industry","Nuclear",4994806
"12195",2015,"MA","Total Electric Power Industry","Petroleum",777075
"12196",2015,"MA","Total Electric Power Industry","Solar",451366
"12198",2015,"MA","Total Electric Power Industry","Wind",214666
"12199",2015,"MA","Total Electric Power Industry","Wood",119769
"12200",2015,"MD","Total Electric Power Industry","Total",36365544
"12201",2015,"MD","Total Electric Power Industry","Coal",13925604
"12202",2015,"MD","Total Electric Power Industry","Hydro",1623190
"12203",2015,"MD","Total Electric Power Industry","Natural Gas",4555345
"12204",2015,"MD","Total Electric Power Industry","Nuclear",14643325
"12206",2015,"MD","Total Electric Power Industry","Petroleum",232348
"12207",2015,"MD","Total Electric Power Industry","Solar",118801
"12209",2015,"MD","Total Electric Power Industry","Wind",434595
"12210",2015,"MD","Total Electric Power Industry","Wood",111162
"12211",2015,"ME","Total Electric Power Industry","Total",11741265
"12212",2015,"ME","Total Electric Power Industry","Coal",91901
"12213",2015,"ME","Total Electric Power Industry","Hydro",3360527
"12214",2015,"ME","Total Electric Power Industry","Natural Gas",2951906
"12216",2015,"ME","Total Electric Power Industry","Petroleum",548263
"12218",2015,"ME","Total Electric Power Industry","Wind",1295708
"12219",2015,"ME","Total Electric Power Industry","Wood",2970026
"12220",2015,"MI","Total Electric Power Industry","Total",113008050
"12221",2015,"MI","Total Electric Power Industry","Coal",52884033
"12223",2015,"MI","Total Electric Power Industry","Hydro",1499223
"12224",2015,"MI","Total Electric Power Industry","Natural Gas",20044798
"12225",2015,"MI","Total Electric Power Industry","Nuclear",29333786
"12228",2015,"MI","Total Electric Power Industry","Petroleum",826492
"12229",2015,"MI","Total Electric Power Industry","Solar",1190
"12231",2015,"MI","Total Electric Power Industry","Wind",4796898
"12232",2015,"MI","Total Electric Power Industry","Wood",1446608
"12233",2015,"MN","Total Electric Power Industry","Total",56979768
"12234",2015,"MN","Total Electric Power Industry","Coal",24697098
"12235",2015,"MN","Total Electric Power Industry","Hydro",849054
"12236",2015,"MN","Total Electric Power Industry","Natural Gas",7389438
"12237",2015,"MN","Total Electric Power Industry","Nuclear",12038606
"12239",2015,"MN","Total Electric Power Industry","Petroleum",27939
"12240",2015,"MN","Total Electric Power Industry","Solar",2789
"12242",2015,"MN","Total Electric Power Industry","Wind",9778845
"12243",2015,"MN","Total Electric Power Industry","Wood",1177196
"12244",2015,"MO","Total Electric Power Industry","Total",83640067
"12245",2015,"MO","Total Electric Power Industry","Coal",65325521
"12247",2015,"MO","Total Electric Power Industry","Hydro",1595020
"12248",2015,"MO","Total Electric Power Industry","Natural Gas",4596413
"12249",2015,"MO","Total Electric Power Industry","Nuclear",10440082
"12251",2015,"MO","Total Electric Power Industry","Petroleum",98842
"12252",2015,"MO","Total Electric Power Industry","Solar",16898
"12254",2015,"MO","Total Electric Power Industry","Wind",1033076
"12255",2015,"MO","Total Electric Power Industry","Wood",29061
"12256",2015,"MS","Total Electric Power Industry","Total",64757864
"12257",2015,"MS","Total Electric Power Industry","Coal",6399605
"12258",2015,"MS","Total Electric Power Industry","Natural Gas",45116943
"12259",2015,"MS","Total Electric Power Industry","Nuclear",11714588
"12261",2015,"MS","Total Electric Power Industry","Petroleum",14129
"12263",2015,"MS","Total Electric Power Industry","Wood",1493078
"12264",2015,"MT","Total Electric Power Industry","Total",29302401
"12265",2015,"MT","Total Electric Power Industry","Coal",16013206
"12266",2015,"MT","Total Electric Power Industry","Hydro",9887729
"12267",2015,"MT","Total Electric Power Industry","Natural Gas",599206
"12270",2015,"MT","Total Electric Power Industry","Petroleum",496426
"12271",2015,"MT","Total Electric Power Industry","Wind",1964726
"12272",2015,"MT","Total Electric Power Industry","Wood",21281
"12273",2015,"NC","Total Electric Power Industry","Total",128388445
"12274",2015,"NC","Total Electric Power Industry","Coal",39922168
"12276",2015,"NC","Total Electric Power Industry","Hydro",4742004
"12277",2015,"NC","Total Electric Power Industry","Natural Gas",36544596
"12278",2015,"NC","Total Electric Power Industry","Nuclear",42096761
"12280",2015,"NC","Total Electric Power Industry","Petroleum",434587
"12281",2015,"NC","Total Electric Power Industry","Solar",1373579
"12283",2015,"NC","Total Electric Power Industry","Wood",2045348
"12284",2015,"ND","Total Electric Power Industry","Total",37156612
"12285",2015,"ND","Total Electric Power Industry","Coal",27734413
"12286",2015,"ND","Total Electric Power Industry","Hydro",2094168
"12287",2015,"ND","Total Electric Power Industry","Natural Gas",711044
"12290",2015,"ND","Total Electric Power Industry","Petroleum",26459
"12292",2015,"ND","Total Electric Power Industry","Wind",6505704
"12293",2015,"NE","Total Electric Power Industry","Total",39883391
"12294",2015,"NE","Total Electric Power Industry","Coal",24185421
"12295",2015,"NE","Total Electric Power Industry","Hydro",1684980
"12296",2015,"NE","Total Electric Power Industry","Natural Gas",430731
"12297",2015,"NE","Total Electric Power Industry","Nuclear",10324728
"12299",2015,"NE","Total Electric Power Industry","Petroleum",6115
"12301",2015,"NE","Total Electric Power Industry","Wind",3180463
"12302",2015,"NE","Total Electric Power Industry","Wood",0
"12303",2015,"NH","Total Electric Power Industry","Total",20015893
"12304",2015,"NH","Total Electric Power Industry","Coal",936662
"12305",2015,"NH","Total Electric Power Industry","Hydro",1270222
"12306",2015,"NH","Total Electric Power Industry","Natural Gas",6051695
"12307",2015,"NH","Total Electric Power Industry","Nuclear",9484204
"12309",2015,"NH","Total Electric Power Industry","Petroleum",175564
"12311",2015,"NH","Total Electric Power Industry","Wind",423496
"12312",2015,"NH","Total Electric Power Industry","Wood",1505681
"12313",2015,"NJ","Total Electric Power Industry","Total",74608860
"12314",2015,"NJ","Total Electric Power Industry","Coal",1759096
"12316",2015,"NJ","Total Electric Power Industry","Hydro",9541
"12317",2015,"NJ","Total Electric Power Industry","Natural Gas",36974456
"12318",2015,"NJ","Total Electric Power Industry","Nuclear",33261760
"12321",2015,"NJ","Total Electric Power Industry","Petroleum",374936
"12322",2015,"NJ","Total Electric Power Industry","Solar",627890
"12324",2015,"NJ","Total Electric Power Industry","Wind",21539
"12325",2015,"NM","Total Electric Power Industry","Total",32701398
"12326",2015,"NM","Total Electric Power Industry","Coal",20439532
"12327",2015,"NM","Total Electric Power Industry","Geothermal",9675
"12328",2015,"NM","Total Electric Power Industry","Hydro",99473
"12329",2015,"NM","Total Electric Power Industry","Natural Gas",9364624
"12331",2015,"NM","Total Electric Power Industry","Petroleum",62958
"12332",2015,"NM","Total Electric Power Industry","Solar",614877
"12334",2015,"NM","Total Electric Power Industry","Wind",2090021
"12335",2015,"NV","Total Electric Power Industry","Total",39046784
"12336",2015,"NV","Total Electric Power Industry","Coal",2657289
"12337",2015,"NV","Total Electric Power Industry","Geothermal",3110504
"12338",2015,"NV","Total Electric Power Industry","Hydro",2264136
"12339",2015,"NV","Total Electric Power Industry","Natural Gas",28999514
"12342",2015,"NV","Total Electric Power Industry","Petroleum",15982
"12343",2015,"NV","Total Electric Power Industry","Solar",1657405
"12345",2015,"NV","Total Electric Power Industry","Wind",309724
"12346",2015,"NY","Total Electric Power Industry","Total",138627721
"12347",2015,"NY","Total Electric Power Industry","Coal",2380066
"12349",2015,"NY","Total Electric Power Industry","Hydro",26014520
"12350",2015,"NY","Total Electric Power Industry","Natural Gas",56923415
"12351",2015,"NY","Total Electric Power Industry","Nuclear",44602871
"12354",2015,"NY","Total Electric Power Industry","Petroleum",1892293
"12355",2015,"NY","Total Electric Power Industry","Solar",100526
"12357",2015,"NY","Total Electric Power Industry","Wind",3976980
"12358",2015,"NY","Total Electric Power Industry","Wood",616274
"12359",2015,"OH","Total Electric Power Industry","Total",121893401
"12360",2015,"OH","Total Electric Power Industry","Coal",71709530
"12361",2015,"OH","Total Electric Power Industry","Hydro",456669
"12362",2015,"OH","Total Electric Power Industry","Natural Gas",28033716
"12363",2015,"OH","Total Electric Power Industry","Nuclear",17376736
"12366",2015,"OH","Total Electric Power Industry","Petroleum",1317027
"12367",2015,"OH","Total Electric Power Industry","Solar",56072
"12369",2015,"OH","Total Electric Power Industry","Wind",1203008
"12370",2015,"OH","Total Electric Power Industry","Wood",325902
"12371",2015,"OK","Total Electric Power Industry","Total",76135596
"12372",2015,"OK","Total Electric Power Industry","Coal",24867032
"12374",2015,"OK","Total Electric Power Industry","Hydro",2663901
"12375",2015,"OK","Total Electric Power Industry","Natural Gas",34286327
"12377",2015,"OK","Total Electric Power Industry","Petroleum",10812
"12378",2015,"OK","Total Electric Power Industry","Solar",1556
"12380",2015,"OK","Total Electric Power Industry","Wind",14030897
"12381",2015,"OK","Total Electric Power Industry","Wood",244967
"12382",2015,"OR","Total Electric Power Industry","Total",57866535
"12383",2015,"OR","Total Electric Power Industry","Coal",2377359
"12384",2015,"OR","Total Electric Power Industry","Geothermal",178804
"12385",2015,"OR","Total Electric Power Industry","Hydro",31253851
"12386",2015,"OR","Total Electric Power Industry","Natural Gas",16237092
"12388",2015,"OR","Total Electric Power Industry","Petroleum",6065
"12389",2015,"OR","Total Electric Power Industry","Solar",24208
"12391",2015,"OR","Total Electric Power Industry","Wind",6631555
"12392",2015,"OR","Total Electric Power Industry","Wood",747239
"12393",2015,"PA","Total Electric Power Industry","Total",214572291
"12394",2015,"PA","Total Electric Power Industry","Coal",64637233
"12396",2015,"PA","Total Electric Power Industry","Hydro",2603704
"12397",2015,"PA","Total Electric Power Industry","Natural Gas",59454655
"12398",2015,"PA","Total Electric Power Industry","Nuclear",80516752
"12401",2015,"PA","Total Electric Power Industry","Petroleum",729487
"12402",2015,"PA","Total Electric Power Industry","Solar",63894
"12404",2015,"PA","Total Electric Power Industry","Wind",3352672
"12405",2015,"PA","Total Electric Power Industry","Wood",469842
"12406",2015,"RI","Total Electric Power Industry","Total",6939019
"12407",2015,"RI","Total Electric Power Industry","Coal",0
"12408",2015,"RI","Total Electric Power Industry","Hydro",3148
"12409",2015,"RI","Total Electric Power Industry","Natural Gas",6585943
"12410",2015,"RI","Total Electric Power Industry","Petroleum",114273
"12411",2015,"RI","Total Electric Power Industry","Solar",14351
"12413",2015,"RI","Total Electric Power Industry","Wind",10067
"12414",2015,"SC","Total Electric Power Industry","Total",96532213
"12415",2015,"SC","Total Electric Power Industry","Coal",22631173
"12417",2015,"SC","Total Electric Power Industry","Hydro",2564360
"12418",2015,"SC","Total Electric Power Industry","Natural Gas",16549306
"12419",2015,"SC","Total Electric Power Industry","Nuclear",53156320
"12421",2015,"SC","Total Electric Power Industry","Petroleum",193195
"12422",2015,"SC","Total Electric Power Industry","Solar",4220
"12424",2015,"SC","Total Electric Power Industry","Wood",2102993
"12425",2015,"SD","Total Electric Power Industry","Total",9633033
"12426",2015,"SD","Total Electric Power Industry","Coal",1495079
"12427",2015,"SD","Total Electric Power Industry","Hydro",4850485
"12428",2015,"SD","Total Electric Power Industry","Natural Gas",772753
"12430",2015,"SD","Total Electric Power Industry","Petroleum",17203
"12432",2015,"SD","Total Electric Power Industry","Wind",2497513
"12433",2015,"TN","Total Electric Power Industry","Total",75214636
"12434",2015,"TN","Total Electric Power Industry","Coal",30586331
"12436",2015,"TN","Total Electric Power Industry","Hydro",9581240
"12437",2015,"TN","Total Electric Power Industry","Natural Gas",9323730
"12438",2015,"TN","Total Electric Power Industry","Nuclear",24960472
"12441",2015,"TN","Total Electric Power Industry","Petroleum",135133
"12442",2015,"TN","Total Electric Power Industry","Solar",76147
"12444",2015,"TN","Total Electric Power Industry","Wind",45841
"12445",2015,"TN","Total Electric Power Industry","Wood",922055
"12446",2015,"TX","Total Electric Power Industry","Total",449826336
"12447",2015,"TX","Total Electric Power Industry","Coal",121554284
"12448",2015,"TX","Total Electric Power Industry","Hydro",956410
"12449",2015,"TX","Total Electric Power Industry","Natural Gas",237731427
"12450",2015,"TX","Total Electric Power Industry","Nuclear",39354677
"12453",2015,"TX","Total Electric Power Industry","Petroleum",241564
"12454",2015,"TX","Total Electric Power Industry","Solar",400759
"12456",2015,"TX","Total Electric Power Industry","Wind",44833365
"12457",2015,"TX","Total Electric Power Industry","Wood",656580
"12458",2015,"US-TOTAL","Total Electric Power Industry","Total",4077600939
"12459",2015,"US-TOTAL","Total Electric Power Industry","Coal",1352398197
"12460",2015,"US-TOTAL","Total Electric Power Industry","Geothermal",15917575
"12462",2015,"US-TOTAL","Total Electric Power Industry","Hydro",249080085
"12463",2015,"US-TOTAL","Total Electric Power Industry","Natural Gas",1333482110
"12464",2015,"US-TOTAL","Total Electric Power Industry","Nuclear",797177877
"12467",2015,"US-TOTAL","Total Electric Power Industry","Petroleum",28248749
"12468",2015,"US-TOTAL","Total Electric Power Industry","Solar",24892904
"12470",2015,"US-TOTAL","Total Electric Power Industry","Wind",190718548
"12471",2015,"US-TOTAL","Total Electric Power Industry","Wood",41928506
"12472",2015,"UT","Total Electric Power Industry","Total",41949120
"12473",2015,"UT","Total Electric Power Industry","Coal",31656489
"12474",2015,"UT","Total Electric Power Industry","Geothermal",429517
"12475",2015,"UT","Total Electric Power Industry","Hydro",768773
"12476",2015,"UT","Total Electric Power Industry","Natural Gas",8217665
"12479",2015,"UT","Total Electric Power Industry","Petroleum",19732
"12480",2015,"UT","Total Electric Power Industry","Solar",31859
"12482",2015,"UT","Total Electric Power Industry","Wind",625917
"12483",2015,"VA","Total Electric Power Industry","Total",84411592
"12484",2015,"VA","Total Electric Power Industry","Coal",17231426
"12486",2015,"VA","Total Electric Power Industry","Hydro",1158428
"12487",2015,"VA","Total Electric Power Industry","Natural Gas",33284216
"12488",2015,"VA","Total Electric Power Industry","Nuclear",28060358
"12490",2015,"VA","Total Electric Power Industry","Petroleum",1107835
"12492",2015,"VA","Total Electric Power Industry","Wood",3041126
"12493",2015,"VT","Total Electric Power Industry","Total",1982047
"12494",2015,"VT","Total Electric Power Industry","Hydro",1139498
"12495",2015,"VT","Total Electric Power Industry","Natural Gas",1493
"12496",2015,"VT","Total Electric Power Industry","Petroleum",3056
"12497",2015,"VT","Total Electric Power Industry","Solar",48022
"12499",2015,"VT","Total Electric Power Industry","Wind",325365
"12500",2015,"VT","Total Electric Power Industry","Wood",445620
"12501",2015,"WA","Total Electric Power Industry","Total",109287458
"12502",2015,"WA","Total Electric Power Industry","Coal",5051915
"12504",2015,"WA","Total Electric Power Industry","Hydro",73404916
"12505",2015,"WA","Total Electric Power Industry","Natural Gas",13045927
"12506",2015,"WA","Total Electric Power Industry","Nuclear",8160912
"12509",2015,"WA","Total Electric Power Industry","Petroleum",21671
"12510",2015,"WA","Total Electric Power Industry","Solar",790
"12512",2015,"WA","Total Electric Power Industry","Wind",7075385
"12513",2015,"WA","Total Electric Power Industry","Wood",1692254
"12514",2015,"WI","Total Electric Power Industry","Total",66360183
"12515",2015,"WI","Total Electric Power Industry","Coal",37180547
"12516",2015,"WI","Total Electric Power Industry","Hydro",2340681
"12517",2015,"WI","Total Electric Power Industry","Natural Gas",13398775
"12518",2015,"WI","Total Electric Power Industry","Nuclear",10008183
"12520",2015,"WI","Total Electric Power Industry","Petroleum",207750
"12521",2015,"WI","Total Electric Power Industry","Solar",1417
"12523",2015,"WI","Total Electric Power Industry","Wind",1589381
"12524",2015,"WI","Total Electric Power Industry","Wood",999861
"12525",2015,"WV","Total Electric Power Industry","Total",72295269
"12526",2015,"WV","Total Electric Power Industry","Coal",68056093
"12527",2015,"WV","Total Electric Power Industry","Hydro",1385043
"12528",2015,"WV","Total Electric Power Industry","Natural Gas",1303630
"12531",2015,"WV","Total Electric Power Industry","Petroleum",140214
"12533",2015,"WV","Total Electric Power Industry","Wind",1376232
"12534",2015,"WY","Total Electric Power Industry","Total",48966519
"12535",2015,"WY","Total Electric Power Industry","Coal",43091189
"12536",2015,"WY","Total Electric Power Industry","Hydro",868261
"12537",2015,"WY","Total Electric Power Industry","Natural Gas",722304
"12540",2015,"WY","Total Electric Power Industry","Petroleum",44898
"12541",2015,"WY","Total Electric Power Industry","Wind",3756708
"12542",2016,"AK","Total Electric Power Industry","Total",6335034
"12543",2016,"AK","Total Electric Power Industry","Coal",594139
"12544",2016,"AK","Total Electric Power Industry","Hydro",1659152
"12545",2016,"AK","Total Electric Power Industry","Natural Gas",3040487
"12547",2016,"AK","Total Electric Power Industry","Petroleum",831330
"12549",2016,"AK","Total Electric Power Industry","Wind",169301
"12550",2016,"AK","Total Electric Power Industry","Wood",0
"12551",2016,"AL","Total Electric Power Industry","Total",142385098
"12552",2016,"AL","Total Electric Power Industry","Coal",34258406
"12553",2016,"AL","Total Electric Power Industry","Hydro",6984803
"12554",2016,"AL","Total Electric Power Industry","Natural Gas",57803618
"12555",2016,"AL","Total Electric Power Industry","Nuclear",39901879
"12558",2016,"AL","Total Electric Power Industry","Petroleum",45832
"12559",2016,"AL","Total Electric Power Industry","Solar",31261
"12561",2016,"AL","Total Electric Power Industry","Wood",3297136
"12562",2016,"AR","Total Electric Power Industry","Total",60445059
"12563",2016,"AR","Total Electric Power Industry","Coal",23800070
"12565",2016,"AR","Total Electric Power Industry","Hydro",3569986
"12566",2016,"AR","Total Electric Power Industry","Natural Gas",18171187
"12567",2016,"AR","Total Electric Power Industry","Nuclear",13421022
"12569",2016,"AR","Total Electric Power Industry","Petroleum",42363
"12570",2016,"AR","Total Electric Power Industry","Solar",26142
"12572",2016,"AR","Total Electric Power Industry","Wood",1257121
"12573",2016,"AZ","Total Electric Power Industry","Total",108763449
"12574",2016,"AZ","Total Electric Power Industry","Coal",30403392
"12576",2016,"AZ","Total Electric Power Industry","Hydro",7167763
"12577",2016,"AZ","Total Electric Power Industry","Natural Gas",34182808
"12578",2016,"AZ","Total Electric Power Industry","Nuclear",32377477
"12579",2016,"AZ","Total Electric Power Industry","Petroleum",51595
"12580",2016,"AZ","Total Electric Power Industry","Solar",3765825
"12582",2016,"AZ","Total Electric Power Industry","Wind",541582
"12583",2016,"AZ","Total Electric Power Industry","Wood",176136
"12584",2016,"CA","Total Electric Power Industry","Total",196963215
"12585",2016,"CA","Total Electric Power Industry","Coal",318876
"12586",2016,"CA","Total Electric Power Industry","Geothermal",11457299
"12588",2016,"CA","Total Electric Power Industry","Hydro",28942121
"12589",2016,"CA","Total Electric Power Industry","Natural Gas",97073664
"12590",2016,"CA","Total Electric Power Industry","Nuclear",18907578
"12593",2016,"CA","Total Electric Power Industry","Petroleum",175581
"12594",2016,"CA","Total Electric Power Industry","Solar",18806711
"12596",2016,"CA","Total Electric Power Industry","Wind",13509039
"12597",2016,"CA","Total Electric Power Industry","Wood",3029285
"12598",2016,"CO","Total Electric Power Industry","Total",54418480
"12599",2016,"CO","Total Electric Power Industry","Coal",29948675
"12601",2016,"CO","Total Electric Power Industry","Hydro",1902571
"12602",2016,"CO","Total Electric Power Industry","Natural Gas",12679439
"12604",2016,"CO","Total Electric Power Industry","Petroleum",6975
"12605",2016,"CO","Total Electric Power Industry","Solar",538109
"12607",2016,"CO","Total Electric Power Industry","Wind",9421204
"12608",2016,"CO","Total Electric Power Industry","Wood",85822
"12609",2016,"CT","Total Electric Power Industry","Total",36496560
"12610",2016,"CT","Total Electric Power Industry","Coal",177370
"12612",2016,"CT","Total Electric Power Industry","Hydro",224145
"12613",2016,"CT","Total Electric Power Industry","Natural Gas",17951503
"12614",2016,"CT","Total Electric Power Industry","Nuclear",16575492
"12616",2016,"CT","Total Electric Power Industry","Petroleum",91735
"12617",2016,"CT","Total Electric Power Industry","Solar",24518
"12619",2016,"CT","Total Electric Power Industry","Wind",12742
"12620",2016,"CT","Total Electric Power Industry","Wood",237232
"12621",2016,"DC","Total Electric Power Industry","Total",76474
"12622",2016,"DC","Total Electric Power Industry","Natural Gas",22702
"12623",2016,"DC","Total Electric Power Industry","Petroleum",1001
"12625",2016,"DE","Total Electric Power Industry","Total",8731261
"12626",2016,"DE","Total Electric Power Industry","Coal",479350
"12627",2016,"DE","Total Electric Power Industry","Natural Gas",7787469
"12629",2016,"DE","Total Electric Power Industry","Petroleum",62571
"12630",2016,"DE","Total Electric Power Industry","Solar",51086
"12632",2016,"DE","Total Electric Power Industry","Wind",5321
"12633",2016,"FL","Total Electric Power Industry","Total",238262150
"12634",2016,"FL","Total Electric Power Industry","Coal",39429468
"12635",2016,"FL","Total Electric Power Industry","Hydro",174551
"12636",2016,"FL","Total Electric Power Industry","Natural Gas",158495445
"12637",2016,"FL","Total Electric Power Industry","Nuclear",29320022
"12640",2016,"FL","Total Electric Power Industry","Petroleum",2820303
"12641",2016,"FL","Total Electric Power Industry","Solar",223983
"12643",2016,"FL","Total Electric Power Industry","Wood",1971856
"12644",2016,"GA","Total Electric Power Industry","Total",133380416
"12645",2016,"GA","Total Electric Power Industry","Coal",37890474
"12647",2016,"GA","Total Electric Power Industry","Hydro",3372677
"12648",2016,"GA","Total Electric Power Industry","Natural Gas",52862464
"12649",2016,"GA","Total Electric Power Industry","Nuclear",34480662
"12651",2016,"GA","Total Electric Power Industry","Petroleum",211845
"12652",2016,"GA","Total Electric Power Industry","Solar",880923
"12654",2016,"GA","Total Electric Power Industry","Wood",4302529
"12655",2016,"HI","Total Electric Power Industry","Total",9948845
"12656",2016,"HI","Total Electric Power Industry","Coal",1497380
"12657",2016,"HI","Total Electric Power Industry","Geothermal",260102
"12658",2016,"HI","Total Electric Power Industry","Hydro",90849
"12661",2016,"HI","Total Electric Power Industry","Petroleum",6640316
"12662",2016,"HI","Total Electric Power Industry","Solar",88511
"12664",2016,"HI","Total Electric Power Industry","Wind",639127
"12665",2016,"IA","Total Electric Power Industry","Total",54392507
"12666",2016,"IA","Total Electric Power Industry","Coal",25198347
"12667",2016,"IA","Total Electric Power Industry","Hydro",916789
"12668",2016,"IA","Total Electric Power Industry","Natural Gas",2960947
"12669",2016,"IA","Total Electric Power Industry","Nuclear",4702665
"12671",2016,"IA","Total Electric Power Industry","Petroleum",277773
"12672",2016,"IA","Total Electric Power Industry","Solar",151
"12674",2016,"IA","Total Electric Power Industry","Wind",20071999
"12675",2016,"IA","Total Electric Power Industry","Wood",1045
"12676",2016,"ID","Total Electric Power Industry","Total",15660938
"12677",2016,"ID","Total Electric Power Industry","Coal",29188
"12678",2016,"ID","Total Electric Power Industry","Geothermal",71995
"12679",2016,"ID","Total Electric Power Industry","Hydro",9033272
"12680",2016,"ID","Total Electric Power Industry","Natural Gas",3321462
"12682",2016,"ID","Total Electric Power Industry","Petroleum",183
"12683",2016,"ID","Total Electric Power Industry","Solar",29801
"12685",2016,"ID","Total Electric Power Industry","Wind",2578415
"12686",2016,"ID","Total Electric Power Industry","Wood",413145
"12687",2016,"IL","Total Electric Power Industry","Total",187289131
"12688",2016,"IL","Total Electric Power Industry","Coal",59337802
"12689",2016,"IL","Total Electric Power Industry","Hydro",132834
"12690",2016,"IL","Total Electric Power Industry","Natural Gas",17484691
"12691",2016,"IL","Total Electric Power Industry","Nuclear",98607038
"12694",2016,"IL","Total Electric Power Industry","Petroleum",69503
"12695",2016,"IL","Total Electric Power Industry","Solar",48810
"12697",2016,"IL","Total Electric Power Industry","Wind",10663434
"12698",2016,"IL","Total Electric Power Industry","Wood",0
"12699",2016,"IN","Total Electric Power Industry","Total",101759059
"12700",2016,"IN","Total Electric Power Industry","Coal",72533080
"12701",2016,"IN","Total Electric Power Industry","Hydro",426265
"12702",2016,"IN","Total Electric Power Industry","Natural Gas",19995659
"12705",2016,"IN","Total Electric Power Industry","Petroleum",610407
"12706",2016,"IN","Total Electric Power Industry","Solar",225841
"12708",2016,"IN","Total Electric Power Industry","Wind",4899474
"12709",2016,"IN","Total Electric Power Industry","Wood",0
"12710",2016,"KS","Total Electric Power Industry","Total",47599991
"12711",2016,"KS","Total Electric Power Industry","Coal",23096064
"12712",2016,"KS","Total Electric Power Industry","Hydro",30538
"12713",2016,"KS","Total Electric Power Industry","Natural Gas",2027207
"12714",2016,"KS","Total Electric Power Industry","Nuclear",8246042
"12716",2016,"KS","Total Electric Power Industry","Petroleum",28324
"12717",2016,"KS","Total Electric Power Industry","Solar",2102
"12719",2016,"KS","Total Electric Power Industry","Wind",14110881
"12720",2016,"KY","Total Electric Power Industry","Total",80273501
"12721",2016,"KY","Total Electric Power Industry","Coal",66822058
"12722",2016,"KY","Total Electric Power Industry","Hydro",3477930
"12723",2016,"KY","Total Electric Power Industry","Natural Gas",8228334
"12725",2016,"KY","Total Electric Power Industry","Petroleum",1218601
"12726",2016,"KY","Total Electric Power Industry","Solar",11732
